,helpful_votes,location_id,lang,review_id,review,review_subject,trip_type,travel_date,rating,location_name,province,place_id
2877,0,321180,en,935210708,"Interesting museum for the most ancient archeological site in South East Asia. It shows very early crafting of copper tools and jewelry. And ofcourse the typical Ban Chiang Vases that were also used to bury dead infants. 

There are different time periods dating back as far as 5600 years ago. It is a pity these people didn't leave any written records except their art. 

Personally I feel the history of South East Asia is way older than earlier discovered, but that they had their fare shar of cataclysms (water/mud floods mostly). I feel the people may have resettled after a flood like this on man made mounds like the one discovered in Ban Chiang. 

Phu Phra Bat Historical park is also highly recommended and a truely remarkable site.",Nice museum displaying the most ancient human artifacts of South East Asia.,Solo travel,2024-01-31,4,Ban Chiang Museum,Nakhon Nayok,P03013984
2878,2,321180,en,840447078,"I was mainly encouraged to visit the Ban Chiang Museum on the basis of it being a UNESCO World Heritage Site.  It is probably very interesting for those keenly into archeology and the complexities of evolving civilizations, but the museum interpretation of the significance of the site and excavations is rather bland and uninspiring.  Unfortunately, many of the more interesting pots and artifacts on display were previously looted so historians have little idea of where they were originally located. Near the museum is a replica of the main excavation site, which was heavily damaged by floods more than a decade ago.  The replica dig site is quite artificial.  Usual Thai two-tier pricing is practised here, which is one place I especially disapprove of since the location is designated a World Heritage Site and therefore ought to be equitably accessible to all; the site presumably also obtained financial support from UNESCO and international donors, so there is little justification for higher entry fees for foreign visitors.",Expecting more!,NONE,2022-05-31,3,Ban Chiang Museum,Nakhon Nayok,P03013984
2879,0,321180,en,836662482,I learnt a lot about the archaeological sites of this region. They showcase pottery that could have been created 5600 years ago. They also show the lifestyle of the prehistoric people and their potential illnesses. You can get some insight on how they date bones and pottery with technology. Very interesting exhibit.,Great exhibit on an unesco world heritage site,Solo travel,2022-04-30,5,Ban Chiang Museum,Nakhon Nayok,P03013984
2880,0,321180,en,806472295,"This archaeological site received UNESCO cultural world heritage. Its museum exhibits many antiques excavated from the site such as pottery with unique red spiral pattern, some tools (axes) and decorations (beads), skeleton of 3000 years old dog, etc. Some zones display their ways of life, while some zones imitate excavation site in 1975. Visitors may try to assemble a ruined antique (fake) pottery. Like playing 3 D jigsaw! Also, there are many souvenir shops in front of the museum that sell Ban Chiang pottery of many sizes (from keychain to jar).

Entrance fee was 30 baht for Thai and 150 baht for foreigner. The place is 1 hr driving from Udon thani city.",Archaeological site of prehistoric civilization contemporary to the babylonians,NONE,2020-09-30,5,Ban Chiang Museum,Nakhon Nayok,P03013984
2881,0,13385373,en,916191461,Beautiful crystal springs. Water was cool but not cold. It was perfectly see-through. There was a kayaking area but the water was not clear - more muddy.,Springs,Friends getaway,2023-09-30,5,Ban Tha Chang spring,Nakhon Nayok,P03013984
2882,0,13385373,en,873150064,"After our visit at Bonanza Exotic Zoo,our rental van drove us to Ban Ta Chang Spring for 30 minutes visit.We took a short walk to the entrance and slowly proceed to the Spring.What a splendid view of the blue water under the shade as we walked along the path to a bridge to crossover to the side for some photo taking.There is no entrance  fee payable at the moment so have some saving for our lunch at Krua restaurant Khao Yai.
",Explore the Blue water of Ban Tak Chang Spring,Family,2022-12-31,4,Ban Tha Chang spring,Nakhon Nayok,P03013984
2883,1,13385373,en,745189038,"We went there on Friday. It was perfect. Less than 10 people in the area. The water is so blue, so beautiful. Wish we had time to swim in the spring. The area is well kept, very clean. ",Go on weekdays,Friends getaway,2020-02-29,5,Ban Tha Chang spring,Nakhon Nayok,P03013984
2884,1,13385373,en,736239033,"We were like being there for 10min before getting back to our van. The river was crowded with people having fun in the water. Probably it was a Sunday and the weather was quite warm about 29-30 degree C. Frankly I couldn’t see the clear water that make this attraction famous. After we left, I realised that I didn’t even take any photo of this place where we visited.",Sunday Crowd,Family,2019-12-31,2,Ban Tha Chang spring,Nakhon Nayok,P03013984
2885,3,13385373,en,662743691,"Bringing you back to nature to see how nature provide clear, refreshing water, directly from the ground.",Water so clear...always,Couples,2019-02-28,5,Ban Tha Chang spring,Nakhon Nayok,P03013984
2886,0,455348,en,965288707,"Very nice, easily accesible with a rented bike. Lots of historic ruins, temples and buddhas. Covered knees and shoulders required, but nobody complained about our son's shorts",Worth the visit,Family,2024-08-31,5,Sukhothai Historical Park,Nakhon Nayok,P03013982
2887,0,455348,en,964724743,"Wonderful historic destination. The bike tour would have been great but with inclement weather, we chose to walk. Many ruins and history.",Great Visit,Family,2024-08-31,5,Sukhothai Historical Park,Nakhon Nayok,P03013982
2888,0,455348,en,963053004,"This place is definitely worth a visit. The faded red/orange bricks contrast with the green grass and blue skies make everything look so beautiful! We went in July, in the morning, so there were very few people around.

It’s pretty spread out, so you could rent a bike, walk, or take a tuk-tuk around. In different areas, there are places to buy drinks and toilets to use if needed.

Note: There were signs all around asking visitors to dress respectfully, meaning shoulders and knees are covered. Yet I saw many tourists with tank tops and extremely short shorts that were nowhere near the knee. And yes, it was very, very hot, like 90° F (32°C) and extremely humid. Even so, please be aware of the cultural norms. It’s considered disrespectful to dress certain ways at sites like this.",Absolutely stunning!,Couples,2024-07-31,5,Sukhothai Historical Park,Nakhon Nayok,P03013982
2889,0,455348,en,945647567,We stayed in Sukhothai for 10 days and visited the park a number of times. It is very nice and if you like a peaceful atmosphere and night markets that are not very crowded with tourists stay at least for 4 days or so over the weekend. Beautiful sunsets friendly people and great food.,If you have time do visit,Couples,2024-04-30,5,Sukhothai Historical Park,Nakhon Nayok,P03013982
2890,0,455348,en,940962567,"The park is a must if you are interested in the history of Thailand.  If you have seen Ayutthia then you must also see Sukhothai.  It predates Ayutthia and is historically important.  Although there has been much reconstruction, the main park is very interesting.  The park is divided into to three areas each with its own ticketing.  Most people only do the main park as it is the easiest to access.  
It is best to stay in accommodation in Old Sukhothai, as then it is just a walk to the park or you can hire a bicycle or buggy to get around.  It would be hot and difficult to walk around the park , especially after 9.00am. 

 We stayed in the History cafe which is an old wooden house run by a delightful old man but it was not the accommodation for us as it had steep steps and the bathroom facilities were inadequate.   It would suit younger people.  However there are more expensive  and suitable accommodations around.

Staying in New Sukhothai unless you had your own transport, is tedious with the long travel and additional expense.  

In old Sukhothai you walk or bike to the park  and hire an electric buggy 200B per hour (hire for two hours from the outset) from one of three sites outside the park.  The park also arranges tuk tuks and cute car buggies (not for large people).  The latter are squishy and more expensive than the more comfortable and larger buggies.  You are given a laminated map (better than the paper one given with the ticket).  The buggies have a place for your drink and you can leave bags (at your peril on busy days) in the buggy.  

 The ticket purchased from the ticket office is 100B per person (with thin paper map) and checked at the gate and at one other point in the park.  There are toilets and drink points within the park.  

You will spend a significant amount of the 1st hour at the Palace complex hence the need to hire for more than 1 hour at the outset.  If you hire only for 1 hour and more than 10 mins over the next hour on the return, you are charged for the next full hour.

The paths are easy to drive on and you park outside each site and walk on to the site.  Remember than you must obey the signs which tell you not to climb on the monuments.  

In some sites there are photographic records of the reconstruction that has been done.  Not restoration but reconstruction.

You have to bike or hire separate transport (tuk tuk (300B per hour)) to see the northern monuments.  It is a slow and awkward ride.  The tuk tuks are not made for Europeans and the ceilings are low, the side bench seats narrow and you have to watch your head getting in and our of the vehicle and can miss your footing on the small and narrow step.  More than three people in the tuk tuk and you have no where to put your legs!

Where the main park has some flowering plants, the other sites do not, and are very dry and dusty.

Getting to Sukhothai from Bangkok was done via Bangkok Airways and a van transfer 300B per person from the tiny airport.  The return journey on to Chiangmai was via Wintour (see separate review) buses.",How to see Sukhothai,Family,2024-02-29,5,Sukhothai Historical Park,Nakhon Nayok,P03013982
2891,2,9785418,en,765520125,"A beautiful White temple complex, the temple is in the city and easy to reach, there were no crowds of people so my partner and myself found it very easy to move around and take in the lovely sight of the temples.

If you should wish to buy an item to remind you of the temple there is a shop on site.

You should not miss this temple when you visit the city, you will not need an hour as it is easy to walk around in a short time.",A temple you must see during your visit.,NONE,2020-07-31,5,Nakhon Si Thammarat City Pillar Shrine,Nakhon Nayok,P03013982
2892,0,9785418,en,750273455,This is a s Silent and open area to calm down and relax near the  city center with no other foreigners nearby,Open area without  any disturbation,NONE,2019-11-30,4,Nakhon Si Thammarat City Pillar Shrine,Nakhon Nayok,P03013982
2893,0,9785418,en,604136624,Beautiful and very well maintained. Not a place you can spend a lot of time but a nice place to see. There was a lot of maintenance going on when we were there although it already looked spotless. I was taken there by a local friend and I felt like this spot is one of the prides of the city. I have herd that you should visit here first for good luck.,Beautiful,Family,2018-07-31,4,Nakhon Si Thammarat City Pillar Shrine,Nakhon Nayok,P03013982
2894,4,9785418,en,597904723,"The City Pillar Shrine is a complex of 5 white shrines. There are four satellite shrines surrounding the main shrine which houses the 2.94 meter high Hopea Odorata wood from the Yod Luang Mountain which has 9 carved design following the Mahayana Buddhist belief.

Beautiful and meaningful shrine to visit.",One of the must see at Nakhon Si Thammarat,Solo travel,2018-04-30,3,Nakhon Si Thammarat City Pillar Shrine,Nakhon Nayok,P03013982
2895,0,9785418,en,585453329,City very clean. People so nice. Local 🥘 food to good. Lots of people selling stuff like food 😊😊😊,Nice ,Business,2018-06-30,3,Nakhon Si Thammarat City Pillar Shrine,Nakhon Nayok,P03013982
2896,3,13123999,en,781780160,We had visited the beautiful Wat Mongkol Nimit temple in old Phuket town during our sightseeing tour of the old Phuket town. We liked the beautiful Pagoda style architecture of the temple tower and intricate colorful art work on the walls of the temple. At the backside there is a giant stupa which is surrounded by many golden colored small stupas. Inside the temple when we sat before the Lord Buddha it was very peaceful.,Beautiful temple complex,Friends getaway,2020-02-29,4,Wat Mongkol Nimit,Nakhon Nayok,P03013981
2897,0,13123999,en,737291326,Wat Mongkhon Nimit is worth a short stop for its pagodas and Buddha statues but won't be all that interesting for visitors who have seen some of Thailand's bigger temples.,small wat,NONE,2019-12-31,3,Wat Mongkol Nimit,Nakhon Nayok,P03013981
2898,0,13123999,en,707149321,"We were walking by, so went in for a look. We were not dressed suitably to go inside, need enclosed shoes, long pants & shirt. We had shorts & thongs on. It’s an elaborately decorated temple, got some great pics.",Worth a visit if in the area,Couples,2019-09-30,3,Wat Mongkol Nimit,Nakhon Nayok,P03013981
2899,0,13123999,en,683757132,Wat Mongkol Nimit was built in 1880. It was initially named Wat Klang. Klang means middle in Thai. The entrance is free but you have to be modestly dressed. This temple complex has a monk school and a beautiful Chedi. You can easily find this peaceful temple at the end of Soi Romanee on Dibuk Road in the middle of elegant Sino Portuguese houses. ,A peaceful temple!,Family,2018-07-31,4,Wat Mongkol Nimit,Nakhon Nayok,P03013981
2900,0,13123999,en,657120297,"Visited Wat Mongkol Nimit when we got lost on scooter we were glad we had . It’s very quiet not the crowds like some of the other temples , very peaceful. Its very beautiful and worth a stop . ",Well worth a visit ,Couples,2019-03-31,4,Wat Mongkol Nimit,Nakhon Nayok,P03013981
2901,0,17497796,en,775475793,A chinese temple for local chinese community. It not a tourist attraction point. Be respect to people religion during visit,Chinese Temple,Family,2020-10-31,4,Wat Thawon Wararam,Nakhon Nayok,P03013981
2902,0,17497796,en,676012011,The magnificient design is only available after entering to the temple. It's not a popular temple but best place to pray,Magnificient Chinese Temple,Family,2019-05-31,4,Wat Thawon Wararam,Nakhon Nayok,P03013981
2903,0,12015330,en,667966548,"Wow, what an amazing place. Worth the walk up the steps to view this impressive, big, beautiful, Buddha. We went on a hot day, but up high on the hill here (see my YouTube), the cool breezes were soothing, as was the serene atmosphere. If you are in the area, this is really something to try see and, experience.","Big Buddha, Just Fantastic",Friends getaway,2019-02-28,5,Wat Phu Thong Thep Nimit,Nakhon Nayok,P03013981
2904,0,12015330,en,647685899,"This was the last place I visited after touring all day in the area. 
It's a very relaxing and peaceful temple with a very impressive Buddha at the top. 
It's massive as are the stairs long to reach it. 
The views at the top are beautiful and looking around it's just so serene. It was a hot day but the breeze that blew thru was so enjoyable. 
Well worth a visit. ",Magical impressive temple,Solo travel,2019-01-31,5,Wat Phu Thong Thep Nimit,Nakhon Nayok,P03013981
2905,0,12015330,en,577585164,Very quiet and peaceful. Staff all very friendly. Very close to National Park. A beautiful drive through lovely countryside. 40 minutes from Udonthani Central.,Nice drive,Couples,2018-05-31,3,Wat Phu Thong Thep Nimit,Nakhon Nayok,P03013981
2906,1,12015330,en,561829717,"Fantastic Buddhist temple in beautiful forest setting

Recently renovated

Has a large reclining Buddha statue inside

About 120 km from Udon Thani

Free entry and plenty of parking

Small restaurant nearby serving good Thai food

Well worth a visit

",Wat pa phu kon,Friends getaway,2018-02-28,5,Wat Phu Thong Thep Nimit,Nakhon Nayok,P03013981
2907,0,12015330,en,445136411,"The temple sit alone on top of a hill giving a great viewpoint for the surrounding areas. The great white statue shine in the sun while underneath few levels are being added. Unless you are Buddhist and speak Thai there is not  much to do and very few people coming on this gorgeous Sunday.. Let yourself immense in the monk s chants. Should you take along kids be careful keep an eye on them since no guard rail next to 50 metre cliff drop. Few local products, delicacies available. Very near Foi Lom the way up runs through a nice clean forest.",Quiet with a splendid view,Family,2016-12-31,4,Wat Phu Thong Thep Nimit,Nakhon Nayok,P03013981
2908,0,14003255,en,694452882,Another good temple and spiritual experience. This place was residence to so many monks and other holy people.,Another spiritual experience,Solo travel,2018-08-31,4,Wat Tham Nimit,Nakhon Nayok,P03013981
2909,1,14003255,en,573757002,"This place seemed to be only occupied by locals, nuns and monks.

We bought some birds from the locals at the bottom in a small cage, taking them to the top we released them before the Buddha as an offering for good Karma. A truly beautiful experience and something we all felt was more honest and genuinely culturally accurate instead of tourist centered.",Spiritual and Beautiful,Friends getaway,2018-04-30,5,Wat Tham Nimit,Nakhon Nayok,P03013981
2910,0,13847450,en,928692231,"This hike was offered as a tour by my hotel, there is a lovely view and a great little street cafe to have a smoothie or coconut water when you descend the mountain.

Make sure you go in the morning when it isn't too hot. ",Lovely view ,Solo travel,2023-12-31,5,Black rock viewpoint,Nakhon Nayok,P03012245
2911,0,13847450,en,892097280,"It was a good day to go hiking. We parked the car next to the road, and decided to hike to the view point instead of taking the pickups they had for tourists. We have been told that it is only 200 meters uphill hike to view point, we we did not know that it 200 meters from the point the pickups drop you off not from the starting point. The total hike to the view point was 1750 meters to the drop off point + 200 meters up hill through a narrow path to the view point.
The view was really worth the effort, when you see all these islands in the bottom. But be carful about the last 200 meters since it is slippery. So make sure you have a good sports shoe or hiking shoes.",Beautiful view,Family,2023-05-31,4,Black rock viewpoint,Nakhon Nayok,P03012245
2912,2,13847450,en,830956890,"Give it a 3.5 stars. To get to the view you need to hike about 200 meter or 656 ft. You drive or bike until you see a big black rock that says PA Hindum. Park your vehicle there. You will see a small patch directly across the rock. There you will have to walk up the hill. While the hike isn't bad, I would recommended you have sneakers as some part of the path is slippery and has rocks. Once you get up there is view is really nice. I see folks paragliding there. Other than that there isn't much to do. ",Good view ,Couples,2022-03-31,3,Black rock viewpoint,Nakhon Nayok,P03012245
2913,1,13847450,en,810486508,"An incredible view of southwestern islands and other viewpoints such as Promthep Cape and Windmill Viewpoint.

I wanted to describe how to get there because the directions I saw on line were poor. If you are in Patong go south on hi-way 4030. It's just the main road out of the city. Pass thru Karon and Kata and head toward Nui Beach. You will pass Karon Viewpoint hard to miss. Then, in about another 300 yards after Karon View will be the entrance to Nui Beach. At the entrance will be taxis and rides up there. You can take your scooter or whatever you have and do the drive yourself. 

The road is pretty bad in many spots but not terrible. After roughly a kilometer there will be a bend in the road to the left and going straight is the decent to Nui beach. This is where I park my scooter. Take the bend left and it's about 500 meters a little uphill not too steep. You will come to a black rock that says Pa Hin Dum.

The opposite side of the road is another sign, in Thai, that has an arrow pointing up a trail. There is also a worn, faded very faded flag. Take this trail. It's about 200 meters and pretty built up with some railing and a rest spot at one point. Soon you will reach the top and see an incredible view.

Fair warning there is another trail behind a white bucket at the top. I went about 100 yards down this trail thinking it led to another view point. Well, I almost stepped on a snake and they have poisonous snakes. Luckily he darted away so that convinced me to go back to the main trail.",A must see. A nice hike with an amazing view reward,NONE,2021-09-30,5,Black rock viewpoint,Nakhon Nayok,P03012245
2914,2,13847450,en,770880120,"It is good for hiking because it is not too far , 1.6 km . A long walk but not so tough. I saw Small children walked with the Parents . You can park your own car and start walking up . It is Free ! If you take the ride , it is THB50 per ride but always ask and record the conversation. If you got cheated , keep the pictures and go to the Police Station quietly . The place is isolated, do not ask for trouble.  ","Free visit unless you hop on the truck , THB50 per ride. ",Family,2020-09-30,3,Black rock viewpoint,Nakhon Nayok,P03012245
2915,0,11716324,en,879261812,The place reminded me when I was a little boy running back and forth on the old road. Keeping good memory of being in the past with things in the house. Thanks for decoration and the atmosphere of the past.,Excellent place,NONE,2023-02-28,5,Ban Na Korn Nai,Nakhon Nayok,P03012244
2916,0,11716324,en,721860105,There are some nice ceramics and photos and it is free. It is popular with tourists. Consequently you need to be aware that you will be in narrow spaces with hordes of other tourists ,In the heart of old town ,Family,2019-10-31,4,Ban Na Korn Nai,Nakhon Nayok,P03012244
2917,0,11716324,en,662033636,"This is a popular destination. It is free entry n can be entered via the front n back of the building. 

As we don't have any tour guide, we just quickly browse through the place n left. This is located few doors away from the famous ""red building"" .",Popular destination ,Couples,2019-03-31,3,Ban Na Korn Nai,Nakhon Nayok,P03012244
2918,2,7340516,en,768420562,"When Loei people invite tourists to go “rafting,” they aren’t talking white water in raging rivers. They mean flat boats made with bamboo moored in the center of a placid lake. The experience is actually very relaxing and quite soothing during the hotter months. In addition to a nice view, there is a constant, subtle breeze to keep you cool and keep the insects at bay.

We always combined our trips with a meal - the restaurant will bring the food out to you.

If you visit Loei, definite accept an invitation to go “rafting.”",Relaxing experience on the water,NONE,2019-10-31,5,Huai Krathing Reservoir,Nakhon Nayok,P03006575
2919,1,7340516,en,722736617,"The lake is down considerably but this is still a great place to spend an afternoon. Rent a raft, have food ferried out to you, and eat, drink, swim or relax to your heart's content.",Great place to spend an afternoon,Family,2019-10-31,5,Huai Krathing Reservoir,Nakhon Nayok,P03006575
2920,0,7340516,en,658361398,Hua Crating is where you can eat on a raft on the middle of the lake.where you can relex and eat delicious Thai food. Waiter will served your food on speed boat.you can swim from the raft. This place is so beautiful.,Best lacal and great food.,Family,2018-07-31,5,Huai Krathing Reservoir,Nakhon Nayok,P03006575
2921,0,7340516,en,647300814,"Hua Crating is a reservoir about 20 km outside of Loei.
Nice and quiet countryside, but mainly for Thais who with large groups hire a raft and then have lunch in the middle of the reservoir.
I believe there's no toilets on the raft!?",eat on a raft on a lake,Couples,2019-01-31,3,Huai Krathing Reservoir,Nakhon Nayok,P03006575
2922,0,7340516,en,623635223,Had good lunch there. You can have meal on the raft. Swim too (from the raft). Nice place to stay for short time after visit Phu Ruea National park. ,Huai Krathing,Friends getaway,2018-10-31,5,Huai Krathing Reservoir,Nakhon Nayok,P03006575
2923,3,4322988,en,447993466,"The reservoir is just about 35 kms outside of Udon Thani at location 17.360640, 102.562991. You can follow the road to Kut Chap and then turn off just before the town to head to the reservoir. You can ride along the road at the top of the damn if you have a motorcycle and sometimes the gates are open and we've seen cars on the road. People fish from a landing on the other side of the damn. At the east end is a government facility and some docks where you can rent a pontoon boat for the day or hour. 100 thb per hour or 1000 thb for the day. You can fish from the pontoon boat or bring your own food and relax.
It's not setup for foreign tourists so if you like to ""live like the locals"" you will love this, otherwise, probably not.",Really cool place,Family,2016-12-31,5,Huai Luang Reservoir,Nakhon Nayok,P03006575
2924,0,4322988,en,397748799,"- nice to go have a picnic here
- a little far from town about 1 hr drive
- recommended to go in between Nov - Jan as the temp is going to cool down, otherwise it would be real hot",Picnic in winter?,Family,2015-08-31,3,Huai Luang Reservoir,Nakhon Nayok,P03006575
2925,4,4322988,en,240544075,"This is from 2007, but I doubt it has changed much. Six of us went to the reservoir, our Thai friends ordered lunch, the basket was brought out, the boatman pushed us out into the water and there we floated eating an awesome lunch (and the fried crickets and spicy fruit salad we'd picked up in town). After lunch, we were pushed to the bamboo forest (the name escapes me) where we wandered and tried to talk over the roaring cicadas. Highly recommended if you're in Udon Thani!",My most memorable floating lunch,Friends getaway,2014-03-31,5,Huai Luang Reservoir,Nakhon Nayok,P03006575
2926,0,4322571,en,486955868,"I've been here many times over the years, but the last time was a bit of a shock.

It's certainly a beautiful spot at dusk and a nice place for a picnic. There are places to sit as well a paths to walk around.

On my last visit the water levels were really low and the food places had gone. The little waterfall area was dry and the toilets were locked. It looked quite neglected.

Fortunately we picked up water on the way there. It's still a nice place to visit, to relax, bike, walk, cycle, but it's not the spot it was a few years ago.",Can be a Beautiful Spot .....,Couples,2017-03-31,3,Huai Pa Daeng Reservoir,Nakhon Nayok,P03006575
2927,0,4322571,en,427727987,"This is the second time I have visited this dam the first time was pleasant as the dam was full, owing to the drought conditions the experience was a little underwhelming. Not easy to find if no local knowledge. ",Dam,Solo travel,2016-09-30,3,Huai Pa Daeng Reservoir,Nakhon Nayok,P03006575
2928,0,4322571,en,426472654,"My girlfriend and I took a day long taxi around to the sights of Phetchabun - this was our lunch stop. The reservoir is like any old other one - great if you like fishing I suppose. The treat here was the fairly new restaurant - food was very good. We had small, live shrimp caught that day from the reservoir which were put in a briny sauce and served that way. Also, had fried tiny shrimp made into a ""shrimp ball"" and chicken wings. All very affordable!","Reservoir itself is rather boring, but the restaurant here is tasty and affordable!",Couples,2016-09-30,4,Huai Pa Daeng Reservoir,Nakhon Nayok,P03006575
2929,0,4322571,en,416790072,"Have been coming here since 2005. It is a vast expanse of water, surrounded by forests and mountains. Gr, eat to come here late afternoon or evening (the sunsets are good), enjoy a drink or a good meal at the new-ish restaurant (thankfully the old,dirty building have been demolished.
The restaurant doesn't have disabled access, entry via staircase, but staff are very willing to assist if you can walk a little. Dining area is open-air and views are very good. The food was excellent (my wife and I have been here many times), in the wet season it is very difficult to drive up here-and although signposted it is not easy to find your way-my Thai wife gets lost whenever we try to visit. The security gates for the reservoir are secured at 20.00 hours, but you can park your car beneath the resturant and leave when you want. Very popular with locals.","Pa Daeng reservoir, Phetchabun- scenic, peaceful and with a decent restaurant",NONE,2016-03-31,4,Huai Pa Daeng Reservoir,Nakhon Nayok,P03006575
2930,0,4322571,en,188862246,"The title says it all. There is nothing here but a barrier and a small lake behind it, plus a few desultory restaurants. Boring - not worth the short trip out, so don't bother!",Nothing Here,Friends getaway,2013-12-31,2,Huai Pa Daeng Reservoir,Nakhon Nayok,P03006575
2931,0,8862047,en,925850574,"This nature trail leads you along wooden walkways through cloud forest. It's an easy walk, peaceful and pleasant. Path is mostly level, although the steps down and back up are steep. Pathways can be slippery. Definitely worth walking this trail if you are at the mountain peak already. Plan about 30 minutes here. ",Easy walk through cloud forest ,Solo travel,2023-11-30,4,Nature Trails Ang Ka,Nakhon Nayok,P03006253
2932,0,8862047,en,639824423,"It's a short trail. 
In my opinion, it has nothing special at all. But if you have extra time, why not (since it's free)... 

Did spot a very cute yellow colour bird (mountain bird, i guess?) which looks like the yellow angry bird ",Nothing special.,Couples,2018-12-31,3,Nature Trails Ang Ka,Nakhon Nayok,P03006253
2933,1,8862047,en,633513997,"This place shows you what cloud forests and swamp forests are like.  This is a short walk but I suggest to take your time - like 45 mins.  It gives you the feel of the forests in Lord of the Rings - like the trees can come alive anytime.  Go early in the morning to enjoy the morning dews and the sun rays into the forest.  The place is mostly humid, quiet with sounds of birds, insects and water.  There are a fair amount of steps and board walk.  Do you need a hiking stick? Generally no but suggest you bring if you are like me - close to 60 with moderate exercise regime and afraid of slippery steps and not brilliant eyesight.",A quiet magical walk in the forest,Friends getaway,2018-11-30,5,Nature Trails Ang Ka,Nakhon Nayok,P03006253
2934,0,8862047,en,614070459,This walk near the peak of Doi Inthanon is so peaceful and relaxing. Take your camera and enjoy the soft light in natural surroundings,Tranquil Tropical Trail,NONE,2017-10-31,5,Nature Trails Ang Ka,Nakhon Nayok,P03006253
2935,2,8862047,en,561996635,"The path is primarily wooden boardwalks, and when I visited, they were soaked and could be treacherously slippery. With that in mind, this would be perhaps my favorite walk in the park. The mist made for beautiful photographs that looked like something out of National Geographic. I loved it and its one of my fond memories from my trip to Thailand. For those interested, there is also decent cell phone service up there -- just in case!",One of my favorite walks in the area,Solo travel,2017-05-31,5,Nature Trails Ang Ka,Nakhon Nayok,P03006253
2936,0,3682862,en,849304076,"No online booking available for the campground. We visited in low season (July) and there were 3 families camping only. It was challenging to communicate as no one spoke English. It cost 500 Baht for the tent, mats, pillows and thick blankets which cost much more than I’d read on other blogs about camping on Doi Ang Khang. It was about 17 degrees on our visit and the bedding was sufficient. There is no Mookata (cooking on little stoves) available for dinner currently at the campground and we had to drive to the small village at the agricultural station for dinner. I only ate steamed rice but my husband had a few dishes without issue. No hot showers available either. Overall, it was a fun overnight adventure and recommended for an easy sunrise experience.",Doi Ang Khang campground,Family,2022-07-31,4,Doi Ang Khang,Nakhon Nayok,P03006253
2937,1,3682862,en,822909505,"This was such an amazing treat. If you can, visit the mountain in the morning. I hired an English speaking guide who had a van. I would not attempt this trip any other way. The mountain is especially steep, and in the daytime, hard to know if someone is in the curve. You need a rugged vehicle in good condition. Scary part aside, lots to love. There are Chinese vendors with snacks and an eating area. I grabbed some tea, and waited for the sun to rise. I’m from Connecticut. I’m know stranger to cold. I had on my down jacket. It was freezing. Bring gloves. I threw on some extra sweat points on top of my leggings. I also was wearing a long sleeve turtle neck. There is a camp site. Would be great to rent a tent and camp out to watch the sun rise. Even during CoVid, a good mix of visitors. After watching the sunrise, I went to do some site seeing. I returned in the afternoon to hike the mountain. I don’t think I could have done it in the dark. It is steep. If you have any fear of heights, I would not recommend this. I was shaken, though I’ve skydived, bungee jumped and parasailed. There is no railing, and the path is narrow. As you climb the mountain you’ll see a variety of trails to the summit. I picked one that had a lot of bush and turned around.  The other path seemed like I was walking on the edge of the mountain, and without any guards however, it was the correct way. It was a bit slippery, I had running shoes and would recommend solid hiking gear, since I slid a bit. On my way down, i practically crawled to keep my bearings. I had my tripod and camera, and packed them away to focus. I’m 167 centimeters. Scary stuff aside. This was such a worthwhile hike. It was also beautiful. Enjoy and be safe!",Beautiful and Steep,Solo travel,2021-12-31,5,Doi Ang Khang,Nakhon Nayok,P03006253
2938,0,3682862,en,782772896,This was our third visit to this magnificent mountains area and the Royal Gardens.  Doi Ang Khang is one of the highest mountains in Thailand and provides spectacular scenic views of the surrounding mountain ranges and valleys below.,Always A Great Place to Enjoy Natural Beauty,NONE,2021-02-28,5,Doi Ang Khang,Nakhon Nayok,P03006253
2939,3,3682862,en,735449728,"The area itself is not that huge. It was rather a small area but it was just perfect because all the places are nearby to each others. The main focus is the agriculture park, a very beautiful and well maintained area where according to seasons, you can experience blooming sakura, strawberries, or temperate fruits. However, the place is not so well known to international tourists and accommodation (especially to find in online booking site) is very limited. Stayed in DOi Angkhang Resort, i beautiful place where you can see magnolia and sakura right in the hotel compound during the blooming season! Eateries is easy to find, and for muslim travellers, muslim food can be found right in the middle of the small town (or centre of the highland more like it than a town) and in the agriculture park. You can learn about the indigenious culture here too. ",Cool highland escape in Thailand!,NONE,2019-01-31,5,Doi Ang Khang,Nakhon Nayok,P03006253
2940,0,3682862,en,675639798,"This is a vast area...so bring a car. Or join a tour, but it is beautiful, rugged, and some people might want camping.",Lots of nature,NONE,2018-12-31,3,Doi Ang Khang,Nakhon Nayok,P03006253
2941,1,8786792,en,682046479,"We dropped by the waterfall as recommended by the tour guide aft our lunch in d park. It's a good place for walking & fresh breeze...a bit slippery, must wear comfortable sports attire",Waterfall in d park,Family,2018-12-31,3,Heo Narok Waterfall,Nakhon Nayok,P03002985
2942,0,8786792,en,648430353,"The highest waterfall in Khao Yai National Park! It is about 100m tall.  We trekked for about 30 mins before reaching the 175 or 176 steps staircase to go near to the waterfall.  Fantastic view but unfortunately you can't take a dip at the waterfall.  Great place to take photos and selfies. Pls, prepare enough water and some light snack!",'Pity Can't go near to the waterfall',Friends getaway,2018-12-31,4,Heo Narok Waterfall,Nakhon Nayok,P03002985
